,adasen,bikolano,cebuano,chavacano,english,ilokano,ilonggo,kinaray-a,masbatenyo,paranan,romblomanon,spanish,tagalog,tausug,waray,yami
x_o,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_an,648,4364,4387,1001,5203,697,4772,6252,4179,611,4762,425,4290,540,4643,932
pht,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
uy_,95,0,35,6,7,23,16,19,28,12,227,36,0,214,0,0
rul,0,14,0,0,20,0,0,45,78,0,0,0,0,72,2,0
cti,37,0,0,2,21,0,0,0,0,0,0,7,0,0,0,0
du_,307,0,0,2,0,153,0,3,0,266,0,0,0,219,0,0
ekl,0,2,0,0,0,0,1,1,5,7,4,0,1,0,0,2
j_o,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ttu,2,0,0,0,0,0,0,0,0,37,0,0,0,3,0,0
miv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
apz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
y_t,91,24,75,591,489,344,41,74,86,929,102,183,171,91,57,86
lea,0,80,58,65,157,57,59,59,53,58,58,50,51,0,57,0
ecr,0,0,0,18,9,0,0,0,0,0,0,10,0,0,0,0
i_w,20,0,13,0,74,22,13,10,15,7,7,0,7,21,84,10
ici,0,0,1,469,9,1,1,1,1,1,1,344,0,0,1,264
asf,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
emi,0,3,3,28,20,3,3,3,3,4,4,53,3,0,3,2
ukl,0,2,2,0,0,0,1,0,4,2,0,0,5,1,1,0
ovi,0,0,0,21,1,0,0,0,0,0,0,25,0,0,0,36
iub,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0
epd,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
oub,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0
yur,0,0,0,0,0,0,10,0,0,0,78,0,2,8,2,0
fle,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0
eng,350,93,4,34,17,525,0,0,1,335,0,98,4,0,0,480
g_k,410,658,1076,2,1,348,888,1155,274,154,827,0,1529,388,222,98
htw,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
meg,10,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
kyo,0,0,0,0,0,9,0,0,0,33,4,0,0,0,0,1
iya,6465,2688,3019,0,0,0,1970,30,2738,1568,3199,0,2059,7307,3021,302
ezc,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
ipd,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0
loc,0,0,0,5,6,0,0,0,0,0,0,3,0,0,0,6
pnu,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cli,4,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0
ghe,61,83,54,0,11,52,54,52,48,53,73,0,57,0,53,0
mpi,15,15,17,30,0,20,26,59,2,19,8,35,13,62,5,0
oto,4,159,0,21,1,0,8,23,16,1,39,10,73,0,7,38
dj_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
l_t,28,17,2,339,398,63,6,34,6,133,5,152,3,48,5,0
yir,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ilt,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
i_e,24,48,49,377,3,136,65,63,52,645,51,95,44,0,44,3
_pw,0,19,0,0,0,0,23,17,65,0,25,0,0,0,0,0
erb,13,1,2,2,3,48,0,3,0,68,28,5,2,0,1,0
rml,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
p_t,9,2,0,0,77,21,3,4,0,80,0,0,1,5,1,5
uts,0,3,0,0,4,0,0,1,2,0,0,0,0,0,0,0
ulh,0,0,3,0,0,0,12,12,0,0,0,0,0,0,0,0
ipw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
k_h,0,3,4,5,46,0,4,0,3,53,11,0,6,218,273,0
i_b,12,46,100,35,28,736,79,127,77,400,43,7,103,169,112,3
eas,0,0,0,0,168,0,0,0,0,1,0,23,0,0,1,0
waz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
c_r,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
e_c,280,0,0,1713,657,0,0,0,0,0,0,457,0,0,0,0
alt,17,14,6,77,100,51,14,14,10,9,22,48,2,73,11,0
tbe,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fia,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0
nau,70,23,26,13,11,56,40,41,66,25,51,0,78,82,50,0
alh,0,0,10,8,0,0,32,3,7,5,0,3,61,0,14,0
l_n,341,214,91,131,99,74,76,122,94,125,162,183,164,281,82,18
cn_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ubb,4,0,0,0,4,40,0,0,0,0,0,0,0,6,0,0
few,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
yve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
dil,24,4,510,1,5,9,3,4,586,220,2,14,25,9,5,0
ppo,0,0,0,0,20,1,0,0,0,7,0,0,0,0,0,0
gab,259,322,49,2,2,51,240,243,128,24,174,24,48,20,54,0
ruk,5,11,0,0,0,30,1,75,13,8,0,0,0,61,11,0
ael,34,29,29,26,26,72,29,30,29,30,32,26,26,0,28,0
jen,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
oni,0,34,13,147,28,66,7,9,6,107,6,107,8,0,11,6
ede,2,24,9,1983,22,13,11,13,22,23,9,127,11,0,11,10
w_t,24,73,6,0,158,118,10,67,6,30,6,0,5,36,10,10
rho,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
mar,120,324,58,144,109,115,59,174,222,130,65,195,324,629,179,239
taf,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0
nsg,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0
eiz,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
lpu,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
gur,49,235,8,19,3,35,3,24,101,71,23,13,46,117,44,0
tno,0,7,4,0,0,0,2,0,5,0,0,0,0,0,2,0
nsn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
upt,0,0,5,0,6,2,0,1,0,0,0,1,0,0,0,0
afi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bla,49,7,0,1302,16,20,22,15,0,0,0,119,0,9,22,0
gif,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
doo,0,17,0,0,14,0,0,0,0,0,0,2,59,0,8,0
_t_,231,0,0,0,0,2,0,0,0,527,0,81,191,94,0,0
pua,0,0,18,1,0,44,20,19,0,0,18,0,51,55,17,0
omo,0,64,13,251,10,13,13,10,9,226,12,189,11,0,12,86
y_o,9,15,20,90,187,16,12,10,20,9,85,83,12,0,17,131
oul,0,0,5,0,211,0,1,0,0,0,0,0,0,0,0,0
h_e,0,0,0,2,37,0,0,0,0,0,0,9,0,0,0,1
wi_,38,0,6,0,0,11,5,5,3,1,3,0,18,63,14,10
rla,5,4,4,13,0,3,4,4,2,3,4,37,3,0,3,0
a_m,2925,1512,2964,1797,85,1286,2869,2786,2438,1536,2517,525,1283,2968,2128,3010
ere,0,3,10,326,1081,8,4,4,7,7,9,162,6,0,6,7
_ex,0,0,0,10,76,0,0,0,0,0,0,80,0,0,0,0
uti,84,47,11,89,4,3,78,16,29,7,14,59,168,27,35,0
bam,1,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0
eat,0,0,0,0,311,0,0,0,0,9,0,0,0,0,0,0
tbo,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,10
dob,0,2,0,8,0,0,1,0,1,0,5,0,0,0,0,0
roy,0,10,11,0,24,9,1,0,0,2,4,0,0,0,74,0
cho,0,0,0,177,25,0,0,0,0,0,0,242,0,0,0,0
_yi,182,1,0,0,4,1,0,0,0,0,0,0,0,0,3,0
y_i,252,19,102,22,133,182,151,78,85,481,255,6,254,148,56,31
sro,0,3,0,2,0,2,2,2,2,2,0,4,3,0,2,0
efa,0,0,2,1,5,1,0,0,0,0,1,0,0,0,0,0
ddi,2,0,0,0,6,2,0,0,0,217,0,0,0,18,0,0
ysp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_al,234,784,161,644,545,266,83,136,68,390,80,943,387,191,64,134
m_f,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
utb,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0
doh,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0
aes,0,43,0,135,0,122,27,52,45,4,50,49,0,0,0,0
_tl,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idi,436,20,14,89,10,634,0,12,167,2555,0,43,4,11,19,120
juk,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
bek,236,0,0,0,0,2,0,0,0,0,0,0,0,0,0,72
gng,125,43,3,0,0,205,0,0,18,77,5,0,10,39,15,0
abl,65,2,14,1304,104,31,0,23,0,16,12,141,12,3,23,20
dap,5,135,157,0,0,4,75,41,134,110,121,0,59,62,114,16
nru,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
spr,0,0,0,10,18,0,0,0,0,0,0,6,0,0,1,0
upp,0,0,0,0,20,24,0,0,0,0,0,0,0,13,0,0
s_a,80,565,319,523,1146,310,242,295,318,764,362,621,564,241,301,180
usm,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0
atr,0,7,10,88,0,6,3,10,37,7,26,28,2,2,3,0
thy,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0
elz,0,8,0,9,7,6,8,6,7,8,5,7,7,0,0,0
abs,86,2,0,0,1,102,0,0,0,0,6,0,4,0,1,16
i_i,245,119,72,360,4,614,98,93,122,397,45,8,105,605,111,115
bed,1,13,13,59,29,15,15,15,15,13,13,30,14,0,13,15
snu,11,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0
ha_,0,57,418,100,12,3,248,54,223,38,155,230,130,3166,3325,48
dta,0,0,4,0,0,5,0,0,0,4,0,0,0,1,1,0
mbl,0,0,0,12,33,0,0,0,0,0,0,8,0,0,0,0
tel,64,12,0,16,66,13,2,8,10,2,10,8,9,0,0,21
fre,0,0,0,43,6,1,0,0,0,0,0,41,0,0,0,0
yai,0,0,7,0,0,0,6,1,9,4,11,0,8,37,9,114
pug,27,6,30,5,0,5,10,5,7,22,12,0,11,27,11,0
bie,0,0,0,398,1,1,0,0,0,0,0,158,0,0,0,0
nou,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
j_r,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
row,0,0,0,0,61,0,0,7,0,0,0,0,0,0,0,0
ref,0,0,1,2,101,0,0,0,0,0,1,18,1,0,0,0
dol,0,77,0,26,0,0,0,2,0,0,0,101,5,0,0,0
sof,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
nc_,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
aad,98,26,37,0,0,55,11,45,5,28,0,0,0,3,101,0
sal,213,270,349,411,91,190,250,241,317,334,277,317,442,429,306,135
yep,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ott,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
wii,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
hti,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
pad,201,167,143,173,0,176,152,131,220,152,61,178,41,10,196,50
kil,14,14,37,7,44,11,53,52,75,19,67,1,86,185,41,0
bs_,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
lel,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
ebo,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14
ard,30,1,15,69,196,62,20,17,7,2,14,52,1,2,5,0
ozt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
bb_,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
gkl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wgb,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
umk,9,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0
ubn,2,28,35,0,0,1,1,39,29,0,0,0,0,21,39,0
k_g,0,6,16,9,1,9,8,10,12,11,13,0,4,23,9,0
nul,12,16,50,0,0,19,32,35,7,46,1,1,56,21,15,0
vea,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0
_ow,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
dan,402,1289,98,122,29,379,81,466,158,167,47,50,68,81,74,305
ul_,313,159,27,17,71,95,12,197,33,203,31,3,27,372,21,0
nmu,0,0,0,0,0,0,0,1,0,0,0,23,0,0,185,0
z_v,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
isg,0,0,10,2,0,0,0,0,0,0,0,0,0,0,1,0
gti,9,74,40,0,0,20,75,65,86,9,91,0,60,76,117,0
rir,17,10,0,6,0,26,0,10,6,0,0,20,12,2,0,0
fo_,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
ayi,26,0,4,0,279,0,147,130,120,65,110,0,46,1,18,0
wes,38,0,3,1,16,33,0,0,15,45,5,0,0,0,0,0
fra,0,0,0,0,22,1,0,0,0,0,0,7,0,0,0,0
v_p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
smi,0,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0
atd,13,0,0,0,0,88,0,0,0,34,0,0,0,0,0,6
lia,0,34,30,51,3,74,37,41,74,26,33,23,44,60,82,0
fro,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0
hha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
siu,8,0,1,0,0,31,28,2,3,0,0,0,0,10,0,0
f_j,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0
who,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0
inc,0,0,0,196,18,0,0,0,0,0,0,112,0,0,0,0
b_n,40,15,50,0,1,12,30,5,6,89,66,1,36,68,36,90
s_k,603,341,232,5,26,515,308,671,462,301,428,0,117,91,194,16
o_j,55,8,3,117,64,8,6,6,6,6,5,178,7,0,5,1062
dja,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0
vej,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
eji,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ody,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0
asp,52,0,13,0,12,22,0,0,0,0,0,4,0,9,0,1
lty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tra,53,36,24,721,147,30,17,34,178,94,222,546,21,2,57,0
yis,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0
d_e,68,1,1,20,92,3,0,0,0,187,0,60,0,0,2,0
it_,301,362,486,7,768,277,401,395,325,329,945,25,1251,319,801,142
use,56,0,12,2,263,5,2,2,0,14,1,2,0,0,1,0
g_j,1,3,239,1,15,0,37,48,19,0,79,6,40,0,29,294
mbi,0,13,79,25,0,44,5,16,37,25,28,171,11,12,20,0
gis,137,53,201,5,1,72,21,27,25,18,36,6,52,35,43,4
epr,0,0,0,34,13,0,0,0,14,0,1,41,0,0,0,0
_oj,0,0,0,46,0,0,0,0,0,0,0,58,0,0,0,0
uds,85,0,0,0,4,153,0,0,0,0,0,0,0,0,0,0
uth,0,1,3,1,76,1,1,1,1,1,1,0,1,0,0,0
xcu,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
p_r,0,0,0,0,0,0,0,5,0,3,0,88,0,0,0,14
hre,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1
uqu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pwe,0,19,0,0,0,0,23,17,65,0,25,0,0,0,0,18
adh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
xen,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
aho,0,212,244,155,1,18,166,56,226,0,189,43,99,0,297,2
ept,0,2,0,8,38,1,1,1,1,1,2,15,0,0,1,0
orz,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
idu,24,4,93,12,1,15,6,2,4,31,5,18,1,14,6,0
cro,0,0,0,0,35,0,0,0,0,0,0,34,0,0,0,0
daw,25,334,82,0,2,314,75,57,36,2,46,0,2,1,59,0
tst,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
glu,61,82,41,0,2,11,55,57,64,6,85,0,5,52,20,0
vie,0,0,0,55,0,0,0,0,0,0,0,180,0,0,0,0
onu,0,1,1,1,0,1,0,0,1,22,0,1,0,0,0,0
sng,2,2,0,0,0,12,0,0,2,0,2,0,2,0,0,32
m_k,254,84,38,0,5,172,93,147,85,120,94,0,21,151,63,226
oog,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vig,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
yuo,0,0,0,0,0,0,9,5,10,0,12,0,0,0,0,0
ua_,0,88,42,72,0,235,42,1,21,0,27,36,0,12,0,0
mau,63,8,27,1,1,37,14,16,27,7,26,0,24,65,184,0
odl,0,0,1,0,2,0,136,0,0,0,0,0,0,0,3,0
pma,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
zli,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
vab,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
lub,136,53,59,0,0,73,15,60,52,0,53,0,49,41,65,0
ndi,3,100,71,101,35,16,619,591,148,54,67,248,796,3,528,0
tgu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ego,0,5,1,37,1,3,1,3,6,1,7,84,1,0,0,0
_mu,389,12,17,543,211,27,11,12,15,697,16,537,316,970,12,0
afe,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
_gh,0,0,0,0,5,0,0,0,0,64,0,0,0,0,0,0
p_w,0,0,0,0,10,2,2,2,0,0,1,0,0,0,1,0
eve,0,3,0,73,439,3,0,0,2,0,4,37,0,0,0,32
kru,43,40,40,0,0,40,40,0,37,0,42,0,38,0,0,0
rza,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0
bye,0,2,0,0,0,0,1,6,1,0,4,0,0,0,0,0
_aw,398,8,127,0,138,333,125,40,0,930,20,0,31,474,27,21
k_q,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
aay,84,28,268,0,0,68,168,58,220,4,238,0,18,7,0,0
zao,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
_is,755,161,162,66,743,314,657,420,220,218,557,475,875,621,94,114
pie,0,0,0,117,25,2,30,1,0,0,0,144,0,0,0,0
fem,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0
lal,232,241,75,2,1,232,136,53,224,46,13,2,382,39,159,137
igp,0,0,79,0,0,3,1,0,7,26,3,0,9,23,16,0
iib,0,0,2,0,0,0,0,0,0,0,0,0,11,0,1,0
eyg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
nci,0,1,1,291,12,1,1,0,1,1,1,203,1,0,1,402
ami,519,202,160,325,11,805,150,228,153,259,165,151,497,255,185,388
cpa,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esu,0,1032,1006,1109,335,1052,1021,1096,884,1111,1117,61,416,0,1009,0
say,24,185,234,1,554,82,56,46,22,112,202,0,42,196,117,114
tow,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,16
mom,0,30,0,2,1,12,0,0,0,7,0,11,0,0,0,0
nol,0,38,5,0,0,0,0,0,6,10,0,0,0,0,2,0
rgo,0,1,0,25,3,0,0,0,0,0,0,32,0,0,0,0
rap,0,17,0,1,6,2,0,135,32,106,0,4,144,76,11,40
i_u,31,8,309,486,1,288,31,19,27,77,3,26,26,26,13,0
mik,1,0,60,0,0,0,0,0,0,48,0,0,21,116,2,0
wzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
eet,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
uff,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
its,0,5,4,0,40,0,0,4,18,1,21,0,2,7,0,0
kbu,0,0,0,0,0,0,0,0,1,4,0,0,0,9,0,0
dfu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
idm,0,0,0,0,0,12,0,1,0,0,0,3,0,0,10,0
suw,10,0,0,0,0,0,0,0,0,16,3,0,3,24,0,0
aun,54,0,13,0,1,26,50,235,36,15,108,50,48,1564,13,0
icg,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
dne,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
uer,0,0,0,481,0,0,0,0,0,0,0,346,0,0,0,0
zcl,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
alm,7,10,7,44,15,15,10,9,8,4,11,42,4,64,5,2
yim,0,0,0,0,0,0,0,0,21,0,0,0,0,3,0,0
utr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vem,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
zci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ern,0,41,26,88,96,43,40,45,44,37,50,65,36,0,39,0
eyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
yng,0,0,46,0,0,0,0,0,13,0,13,0,0,33,2,340
oki,0,0,9,0,20,0,1,2,0,0,0,0,0,0,2,2
s_r,3,1,0,23,84,4,0,20,0,14,0,195,1,32,1,23
s_u,25,5,364,66,54,8,16,17,17,8,4,58,19,6,22,0
egi,1,5,0,25,37,4,0,0,0,4,4,32,0,0,0,0
nfa,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
_ti,468,294,532,755,97,4780,355,622,215,2741,183,340,391,586,867,57
oaf,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
oyn,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,35
u_i,649,1,0,0,53,101,3,2,0,166,3,24,1,2140,1,0
ogp,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oal,0,9,0,0,1,0,0,3,0,0,0,0,0,0,0,0
deh,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,3
uld,34,9,0,0,195,7,0,26,29,0,0,0,1,12,3,0
ueg,0,0,0,33,0,0,0,0,0,0,0,39,0,0,0,0
efu,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0
ols,3,5,0,0,1,0,0,0,0,0,0,4,0,0,0,0
usd,0,1,0,0,0,5,3,3,0,0,0,0,0,3,0,0
baj,0,0,0,154,0,0,0,0,0,0,0,54,0,0,0,0
_up,5,0,5,0,311,13,115,5,62,48,6,0,287,13,126,0
a_c,0,19,17,4028,84,6,18,16,24,17,15,620,23,0,16,244
reh,0,21,2,2,8,0,25,165,180,53,146,2,5,0,10,11
pmi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
doe,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0
onh,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
ngz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
_ai,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30
cer,0,0,0,240,93,0,0,0,0,0,0,336,0,0,0,0
cei,0,0,0,9,125,0,0,0,0,0,0,7,0,0,0,0
onm,0,0,0,300,0,7,0,0,2,0,0,25,0,0,0,0
ibl,57,18,0,39,14,0,0,0,1,1,8,23,0,17,0,2
sij,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10
ump,29,41,32,48,3,10,40,76,34,21,71,46,59,65,27,0
o_q,0,0,0,375,4,0,0,0,0,0,0,601,0,0,0,0
hus,60,15,28,7,34,4,18,30,48,63,41,0,8,1,3,0
uzc,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
tya,0,0,6,0,0,0,10,21,28,0,14,0,5,0,0,1
_bw,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
oyy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
oig,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
w_l,2,1,4,0,9,2,4,15,3,3,10,0,3,12,18,0
gec,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gub,35,72,24,0,0,12,13,15,1,114,11,0,7,41,5,0
fir,0,0,0,0,97,0,0,0,0,0,0,10,0,0,0,0
nwe,0,7,0,0,0,0,6,1,0,0,0,0,0,0,0,0
bak,25,208,53,0,0,99,45,50,35,187,60,0,128,121,16,68
npu,2,0,0,0,0,0,14,10,8,0,0,0,0,0,12,0
cia,0,2,1,267,7,1,1,1,1,1,1,196,0,0,1,0
vog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
uit,0,0,0,41,54,1,0,0,0,0,0,26,0,0,0,0
p_j,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,23
rem,1,3,6,7,37,5,4,4,11,21,19,55,3,0,6,11
oop,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
uky,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0
dm_,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
o_u,180,9,726,173,49,54,63,31,48,4,25,127,72,0,84,0
zin,0,2,0,4,3,2,2,2,2,2,2,0,2,0,0,227
tri,12,22,16,61,37,17,15,15,33,8,23,53,10,0,13,0
kon,1,321,742,0,5,43,1114,709,451,991,663,0,80,0,1005,237
lan,693,587,1214,511,36,614,751,824,888,593,570,152,1502,726,461,107
opu,0,0,2,0,0,10,0,0,0,2,0,1,0,0,0,0
zos,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
vis,0,0,0,105,11,0,0,0,0,0,0,56,0,0,0,23
upk,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
vec,0,0,0,48,0,0,0,0,0,0,0,35,0,0,0,0
omh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
jay,0,0,0,5,0,0,0,0,0,0,0,0,0,23,0,0
cde,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e_v,0,0,0,90,61,0,0,0,0,0,0,332,0,0,0,0
neg,105,22,1,22,3,38,1,3,5,4,6,24,0,0,0,0
tic,5,0,0,74,4,0,0,0,0,0,0,49,0,0,0,0
wna,0,0,0,0,0,45,0,0,0,0,0,0,0,1,0,20
bio,0,0,0,6,0,11,4,0,0,0,0,11,0,0,0,0
rof,0,0,0,99,12,82,0,0,0,1,0,97,1,0,0,0
opa,0,11,44,74,2,13,4,2,1,1,1,28,14,0,11,18
uot,0,0,82,0,0,31,14,0,67,0,13,0,18,0,26,0
aro,7,864,497,83,25,41,171,15,45,29,57,367,105,0,216,542
er_,2,14,7,342,1608,62,14,18,34,38,278,752,4,0,5,0
_lo,5,25,6,26,426,6,6,11,4,11,6,1885,36,0,3,62
c_n,683,3,3,0,0,3,0,0,4,0,1,22,5,0,5,0
onn,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,5
dig,2,108,0,0,13,1,1,2,0,32,0,182,29,2,8,0
ah_,11,0,3,7,81,1,0,0,3,0,11,3,3,91,0,0
b_j,0,0,2,0,0,2,0,0,0,0,0,2,0,3,1,1
yna,4,2,4,0,38,103,2,2,2,0,3,0,2,2,3,62
ivi,0,0,0,34,43,0,0,0,0,0,0,30,0,0,0,11
tu_,935,78,58,177,0,81,82,1,0,428,88,265,78,1258,78,0
hey,2,0,0,0,952,0,0,0,0,0,0,0,0,0,0,71
yyo,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,53
